#frequency_rank|word_de|part_of_speech|word_en|sentence_de|sentence_en
234|arbeiten, arbeitet, arbeitete, hat gearbeitet|verb|to work|Marlene arbeitet in einem Krankenhaus.|Marlene works in a hospital.
235|das Geld, -er|das|money|Du gibst viel Geld aus.|You spend a lot of money.
236|das Unternehmen, -|das|enterprise, company|Ich gründe mein eigenes Unternehmen.|I am starting my own company.
237|nächste (r, s)|adj|next|Nächste Woche gehen wir schwimmen.|Next week we’re going swimming.
238|erklären, erklärt, erklärte, hat erklärt|verb|to explain|Max erklärt mir komplizierte Dinge.|Max explains complicated things to me.
239|klar|adj|clear|Das Wasser ist sehr klar.|The water is very clear.
240|der Doktor, -en (Dr.)|der|doctor|Wenn ich Schmerzen habe, gehe ich zu einem Doktor.|Whenever I’m in pain, I go to a doctor.
241|das Paar, -e|das|pair, couple|Zwei Schuhe machen ein Paar.|Two shoes make a pair.
241|das Paar, -e|pron|a few|Wir brauchen dafür nur ein paar Minuten.|We only need a few minutes for that.
242|das Recht, -e|adj|all right|Deine Idee ist mir recht.|I’m fine with your idea.
242|das Recht, -e|das|right, law|Menschen haben Rechte.|People have rights.
242|das Recht, -e|part|rather, quite|Das Zimmer ist recht klein.|The room is quite small.
243|wegen|prep|because of|Ich mag dich wegen deiner Augen.|I like you because of your eyes.
244|dir|pron|you|Ich möchte dir ein besonderes Geschenk kaufen, was wünschst du dir?|I want to buy you a special gift, what do you wish for?
245|das Wasser, -|das|water|Ich trinke nur Wasser.|I only drink water.
246|bestehen, besteht, bestand, hat bestanden|verb|to exist, insist, pass (an exam)|Hoffentlich besteht Anja die Prüfung.|Hopefully Anja passes the exam.
247|versuchen, versucht, versuchte, hat versucht|verb|to try, attempt|Ich versuche, die Prüfung zu bestehen.|I’m trying to pass the exam.
248|der Punkt, -e|der|dot, point, period|Am Ende eines Satzes ist ein Punkt.|At the end of a sentence is a period.
249|der Grund, -̈e|der|reason, basis|Es gibt mehrere Gründe für einen Streit.|There are several reasons for a dispute.
250|der Kopf, -̈e|der|head|Auf dem Hals befindet sich der Kopf.|On the neck is the head.
251|beginnen, beginnt, begann, hat begonnen|verb|to begin|Mit der Arbeit beginne ich erst morgen.|I won’t start work until tomorrow.
252|laufen, läuft, lief, ist gelaufen|verb|to run|Die Zeit läuft uns davon.|We’re running out of time.
253|das Bild, -er|das|picture|Clarita malt gerne Bilder von Blumen.|Clarita likes to paint pictures of flowers.
254|verschieden|adj|different, diverse|Alle Menschen sind verschieden.|All people are different.
255|der Name, -n|der|name|Mein Name ist Lisa und sie heißt Anika.|My name is Lisa and her name is Anika.
256|die Aufgabe, -n|die|task, assignment, job|Ich löse eine mathematische Aufgabe.|I’m solving a mathematical problem.
257|schwer|adj|difficult, heavy|Das ist eine schwere Frage.|That’s a tough question.
258|entsprechen, entspricht, entsprach, hat entsprochen|verb|to correspond|Das entspricht unserer Idee.|This corresponds to our idea.
259|treffen, trifft, traf, hat getroffen|verb|to meet|Morgen treffe ich mich mit einigen Freunden.|Tomorrow I’m meeting some friends.
260|die Art, -en|die|type, kind|Es gibt verschiedene Arten von Tieren.|There are different kinds of animals.
261|wohl|adv|well|Er fühlt sich wohl.|He feels well.
261|wohl|part|probably|Es ist wohl besser, wenn er geht.|It’s probably better if he leaves.
262|die Geschichte, -n|die|history, story|Ich lese und schreibe gerne Geschichten.|I like to read and write stories.
263|erzählen, erzählt, erzählte, hat erzählt|verb|to tell|Susanne erzählt mir gerne Geschichten.|Susanne likes to tell me stories.
264|entstehen, entsteht, entstand, ist entstanden|verb|to originate, develop|Neben unserem Haus entsteht ein neues Gebäude.|Next to our house a new building is being built.
265|sicher|adj|safe, secure, certain|Sie machen das Haus sicher.|They make the house safe.
266|neben|prep|next to, beside|Max steht neben Anja.|Max is standing next to Anja.
267|allein, alleine|adv|alone|Ohne Freunde ist man allein.|Without friends, you’re alone.
268|die Abbildung, -en (Abb.)|die|illustration|Die Abbildung Nummer eins zeigt ein gutes Beispiel.|Figure number one shows a good example.
269|hinter|prep|behind, in back of|Der Garten ist hinter dem Haus.|The garden is behind the house.
270|besonders|adv|particularly|Das Spiel ist heute besonders spannend.|The game is particularly exciting today.
271|tragen, trägt, trug, hat getragen|verb|to carry, wear|Ich trage eine Hose.|I’m wearing pants.
272|kaum|adv|hardly|Das Licht ist so hell, ich kann kaum etwas sehen.|The light is so bright I can hardly see anything.
273|der Freund, -e|der|friend|Elsbeth ist eine gute Freundin.|Elsbeth is a good friend.
274|fünf|num|five|Ich bin in fünf Minuten bei dir.|I’ll be with you in five minutes.
275|scheinen, scheint, schien, hat geschienen|verb|to shine, seem, appear|Die Sonne scheint auf die Erde.|The sun shines on the earth.
276|die Stunde, -n|die|hour|Eine Stunde hat 60 Minuten.|An hour has 60 minutes.
277|aussehen, sieht aus, sah aus, hat ausgesehen|verb|to appear, look|In meinem Kleid sehe ich schön aus.|I look beautiful in my dress.
278|gern, gerne|adv|(with a verb) love to|Tom tanzt sehr gern.|Tom loves to dance.
279|überhaupt|adv|at all, generally|Anja mag Hunde überhaupt nicht.|Anja doesn’t like dogs at all.
280|bestimmt|adj|special, certain|Ich bin mir sicher, das Bild wird bestimmt gut.|I’m sure that picture will certainly be good.
281|sowie|conj|as well as, as soon as, plus|Christina mag Männer sowie Frauen.|Christina likes men as well as women.
282|der Professor, -en|der|professor|Ein Professor lehrt an der Universität.|A professor teaches at the university.
283|darüber, drüber|pron|above it, about it|Darüber müssen wir morgen sprechen.|We’ll have to talk about that tomorrow.
284|deren|pron|whose|Die Frau, deren Vater krank ist, ist traurig.|The woman whose father is ill is sad.
285|schaffen, schafft, schuf, hat geschaffen|verb|to manage, create|Magdalena schafft ihre Prüfung nicht.|Magdalena won’t manage to pass the exam.
286|damals|pron|then|Damals verdiente ich mehr Geld.|Back then I was making more money.
287|erhalten, erhält, erhielt, hat erhalten|verb|to receive|Du erhältst morgen ein Geschenk.|You’ll receive a present tomorrow.
288|lernen, lernt, lernte, hat gelernt|verb|to learn|Wir lernen Deutsch.|We’re learning German.
289|frei|adj|free|Jeder Mensch sollte frei sein.|Everybody should be free.
290|der Wert, -e|adj|worth|Eine gute Arbeit ist viel wert.|A good job is worth a lot.
290|der Wert, -e|der|value|Du musst den Wert des Geldes kennen.|You must know the value of money.
291|beziehungsweise, bzw.|conj|or, respectively|Es ist ihr Traum, beziehungsweise Wunsch, Polizistin zu werden.|It is her dream or desire to become a policewoman.
292|daran, dran|pron|on it|Daran denke ich jeden Tag.|I think about it every day.
293|suchen, sucht, suchte, hat gesucht|verb|to search, look for|Lisett sucht einen guten Job.|Lisett’s looking for a good job.
294|Europa|das|Europe|Deutschland, England und Frankreich sind Länder in Europa.|Germany, England, and France are countries in Europe.
295|gemeinsam|adj|common, mutual|Die beiden Firmen verfolgen ein gemeinsames Ziel.|The two companies pursue a common goal.
296|rund|adj|round|Ein Fußball ist rund.|A soccer ball is round.
296|rund|adv|approximately|In Berlin leben rund drei Millionen Menschen.|Approximately three million people live in Berlin.
297|die Zahl, -en|die|number|In der Mathematik braucht man Zahlen.|In mathematics you need numbers.
298|das Thema, -en|das|subject, topic, theme|Die Schüler schreiben eine Prüfung zu einem mathematischen Thema.|The students take an exam on a mathematical topic.
299|handeln, handelt, handelte, hat gehandelt|verb|to deal, trade|Die Geschichte handelt von Tieren.|The story deals with animals.
300|das Buch, -̈er|das|book|Natasha liest gerade ein gutes Buch.|Natasha is reading a good book.
301|bisschen, bissel|pron|a little|Mein Bein schmerzt morgens ein bisschen.|My leg hurts a little in the morning.
302|deutlich|adj|clear|Ich kann dich nicht verstehen, bitte sprich deutlich.|I can’t understand you, please speak clearly.
303|anders|adv|different, differently|Meine Meinung ist anders als deine.|My opinion is different from yours.
304|politisch|adj|political|Ein Krieg hat oft politische Gründe.|War often has political reasons.
305|lesen, liest, las, hat gelesen|verb|to read|Ich lese viele Bücher.|I read a lot of books.
306|der Blick, -e|der|look, view, glance|Aus deinem Fenster hat man einen schönen Blick über die Stadt.|Your window has a nice view over the city.
307|die Form, -en|die|form, shape|Das Gebäude hat eine schöne Form.|The building has a beautiful shape.
308|einzeln|adj|individual, single, separately|Ich spreche jedes Wort einzeln.|I speak each word separately.
309|erreichen, erreicht, erreichte, hat erreicht|verb|to achieve, reach|Ich erreiche alle meine Ziele.|I achieve all my goals.
310|vergehen, vergeht, verging, hat vergangen|verb|to pass (time)|Die Zeit vergeht sehr schnell.|Time passes very quickly.
311|leicht|adj|light, easy|Das ist eine leichte Aufgabe.|It’s an easy task.
312|je|adv|ever, each|Das kostet vier Euro je Stück.|That costs four euros each.
312|je|conj|the more|Je später ich ins Bett gehe, desto müder bin ich am Morgen.|The later I go to bed, the more tired I am in the morning.
313|verlieren, verliert, verlor, hat verloren|verb|to lose|Johann verliert immer beim Fußball.|Johann always loses at soccer.
314|beste (r, s)|adj|best|Lisett ist meine beste Freundin.|Lisett is my best friend.
315|bilden, bildet, bildete, hat gebildet|verb|to form, educate|Wir gehen in die Schule, um uns zu bilden.|We go to school to educate ourselves.
316|der Monat, -e|der|month|Das Jahr hat zwölf Monate.|The year has twelve months.
317|die Lösung, -en|die|solution|Für jedes Problem gibt es eine Lösung.|There is a solution to every problem.
318|die Sache, -n|die|thing|Über solche Sachen wie Armut spricht hier niemand.|Nobody here talks about things like poverty.
319|bekannt|adj|well-known, famous|Leipzig ist eine bekannte Stadt in Deutschland.|Leipzig is a well-known city in Germany.
320|das Ziel, -e|das|destination, goal|Berlin ist das Ziel unserer Reise.|Berlin is the destination of our journey.
321|steigen, steigt, stieg, ist gestiegen|verb|to climb, increase|Ich steige auf den Berg.|I’m climbing the mountain.
322|eher|adv|sooner, earlier, more likely, rather|Eher ziehe ich wieder zu meinen Eltern, als einen Tag länger bei dir zu wohnen.|I’d rather move back in with my parents than stay with you one day longer.
323|essen, isst, aß, hat gegessen|verb|to eat|Morgen Abend essen wir Brot.|Tomorrow evening, we will eat bread.
324|die Minute, -n|die|minute|Eine Stunde hat 60 Minuten.|An hour has 60 minutes.
325|die Nacht, -̈e|adv|at night, nights|Ich arbeite immer nur nachts.|I only work nights.
325|die Nacht, -̈e|die|night|Die Nacht ist dunkel und grau.|The night is dark and gray.
326|der Platz, -̈e|der|place, room, square|Mein Haus hat genug Platz für acht Personen.|My house has enough room for eight people.
327|schlecht|adj|bad|Dein Atem riecht schlecht.|Your breath smells bad.
328|das Spiel, -e|das|game, match|Wir sehen uns das Spiel im Fernsehen an.|We’ll watch the game on TV.
329|die Familie, -n|die|family|Ich feiere meinen Geburtstag mit meiner Familie.|I’m celebrating my birthday with my family.
330|jemand|pron|someone, somebody|Jemand wie du ist mein Freund.|Someone like you is my friend.
331|dessen|pron|whose|Der Mann, dessen Frau Geburtstag hat, hat ein Geschenk.|The man whose wife’s birthday it is has a present.
332|fallen, fällt, fiel, ist gefallen|verb|to fall|Max fällt tief von einer Mauer.|Max falls deep from a wall.
333|zehn|num|ten|Ein Mensch hat zwei Hände und zehn Finger.|A human has two hands and ten fingers.
334|der Preis, -e|der|price, prize|Der Erste gewinnt einen Preis.|The first one wins a prize.
335|europäisch|adj|European|Du siehst sehr europäisch aus.|You look very European.
336|sonst|adv|otherwise|Maggie isst kein Brot, sonst wird ihr schlecht.|Maggie doesn’t eat bread, otherwise she’ll get sick.
337|der Staat, -en|der|state|Der Staat entscheidet über Gesetze und Steuern.|The state decides on laws and taxes.
338|helfen, hilft, half, hat geholfen|verb|to help|Oliver hilft Tim jeden Sonntag bei seinen Aufgaben für die Schule.|Oliver helps Tim with his assignments for school every Sunday.
339|der Bereich, -e|der|area, region|Diesen Bereich darf niemand betreten.|Nobody is allowed to enter this area.
340|tatsächlich|adj|real, actual|Ich habe tatsächlich den Job bekommen.|I actually got the job.
341|der Ort, -e|der|place, town, location|Die Kirche ist ein friedlicher Ort.|The church is a peaceful place.
342|der Abend, -e|adv|in the evening|Abends lese ich meinem Kind immer eine Geschichte vor.|I always read my child a story in the evening.
342|der Abend, -e|der|evening|Wir gehen morgen Abend ins Kino.|We’re going to the movies tomorrow evening.
343|einzig|adj|only, single|Ich bin das einzige Mädchen beim Fußball.|I’m the only girl at soccer.
344|die Stelle, -n|die|place|Sein Name steht an erster Stelle.|His name is in the first place.
345|unterschiedlich|adj|different|Bei einem Streit gibt es unterschiedliche Meinungen.|In a dispute, there are different opinions.
346|das Gesicht, -er|das|face|Sie hat ein sehr schönes Gesicht.|She has a very beautiful face.
347|die Entwicklung, -en|die|development|Der Film zeigt die Entwicklung eines Menschen von der Geburt bis zum Tod.|The film shows the development of a person from birth to death.
348|die Uhr, -en|die|clock, watch, o’clock|Die Uhr zeigt die Zeit.|The clock shows the time.
349|mehrere|pron|several, multiple, various|Oft leben mehrere Familien in einem Haus.|Often several families live in one house.
350|schließen, schließt, schloss, hat geschlossen|verb|to close|Das Geschäft schließt heute schon um fünf Uhr.|The store closes at five o’clock today.
351|schließlich|adv|finally, eventually|Wir haben uns total verlaufen, aber schließlich sind wir doch noch ans Ziel gekommen.|We got completely lost, but eventually we reached our destination.
352|legen, legt, legte, hat gelegt|verb|to lay, put|Mia legt das Buch auf den Tisch.|Mia puts the book on the table.
